1.044000000000000057e+02 0.000000000000000000e+00 -1.000000000000000000e+01
1.182000000000000028e+02 0.000000000000000000e+00 -6.570000000000000284e+01
-4.458000000000000114e+02 -3.843999999999999773e+02 -2.580000000000000000e+02
-3.916999999999999886e+02 -4.545000000000000000e+02 -2.605000000000000000e+02
1.125000000000000000e+02 -1.139000000000000057e+02 -1.029000000000000057e+02
-1.380000000000000000e+02 1.262999999999999972e+02 -1.039000000000000057e+02
-2.620000000000000000e+02 0.000000000000000000e+00 -1.565999999999999943e+02
9.450000000000000000e+01 9.450000000000000000e+01 -6.420000000000000284e+01
8.079999999999999716e+01 1.069999999999999929e+01 1.600000000000000089e+00
8.829999999999999716e+01 1.169999999999999929e+01 0.000000000000000000e+00
1.419999999999999929e+01 1.004000000000000057e+02 0.000000000000000000e+00
9.079999999999999716e+01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.045000000000000000e+02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.329000000000000057e+02
0.000000000000000000e+00 -2.620000000000000000e+02 -1.565999999999999943e+02
1.262000000000000028e+02 -5.000000000000000000e+01 -9.209999999999999432e+01
-3.246000000000000227e+02 -4.556000000000000227e+02 -2.499000000000000057e+02
-5.279999999999999716e+01 1.420000000000000000e+02 -8.579999999999999716e+01
4.639999999999999858e+01 7.700000000000000000e+01 1.399999999999999911e+00
8.520000000000000284e+01 1.000000000000000000e+02 -6.570000000000000284e+01
-4.400000000000000000e+02 -4.400000000000000000e+02 -2.658000000000000114e+02
6.659999999999999432e+01 6.659999999999999432e+01 1.300000000000000044e+00
1.259999999999999964e+01 8.959999999999999432e+01 1.600000000000000089e+00
1.127000000000000028e+02 1.689999999999999858e+01 -8.200000000000000000e+01
2.019999999999999929e+01 1.277999999999999972e+02 -7.420000000000000284e+01
-3.343999999999999773e+02 -7.740000000000000568e+01 -1.845999999999999943e+02
-5.599999999999999645e+00 1.348000000000000114e+02 -7.900000000000000000e+01
1.177000000000000028e+02 -6.900000000000000355e+00 -8.609999999999999432e+01
-4.153000000000000114e+02 -2.291999999999999886e+02 -2.278000000000000114e+02
-3.801999999999999886e+02 -1.485000000000000000e+02 -2.071999999999999886e+02
-4.023999999999999773e+02 -1.964000000000000057e+02 -2.198000000000000114e+02
